User_Login,User_Code,Status,Semester,Term_ID,Major_ID,Campus,Value,Average_Grade,Prefix_Subject
huytdph11209,PH11209,HDI,1,30,1,ph,0,4.97500,COM
huytdph11209,PH11209,HDI,1,30,1,ph,0,1.70000,ENT
huytdph11209,PH11209,HDI,2,33,12,ph,0,2.22857,MOB
huytdph11209,PH11209,HDI,1,30,1,ph,1,6.20000,MUL
huytdph11209,PH11209,HDI,1,30,1,ph,1,7.50000,SKI
huytdph11209,PH11209,HDI,3,34,12,ph,-1,0.00000,SOF
huytdph11209,PH11209,HDI,2,33,12,ph,1,6.65000,WEB
donnqph11213,PH11213,HDI,1,30,3,ph,1,7.46667,COM
donnqph11213,PH11213,HDI,1,30,3,ph,1,7.33333,ENT
donnqph11213,PH11213,HDI,2,33,16,ph,1,6.80000,MOB
donnqph11213,PH11213,HDI,1,30,3,ph,1,7.00000,MUL
donnqph11213,PH11213,HDI,1,30,3,ph,1,8.00000,SKI
donnqph11213,PH11213,HDI,2,33,16,ph,1,7.35000,WEB
duongchph11214,PH11214,HDI,1,30,3,ph,1,5.60000,COM
duongchph11214,PH11214,HDI,1,30,3,ph,1,5.70000,ENT
duongchph11214,PH11214,HDI,2,33,16,ph,-1,1.20000,MOB
duongchph11214,PH11214,HDI,1,30,3,ph,1,6.20000,MUL
duongchph11214,PH11214,HDI,2,33,16,ph,-1,4.80000,WEB
duongchph11214,PH11214,TN2,2,34,3,ph,0,3.70000,MOB
duongchph11214,PH11214,TN2,2,34,3,ph,1,5.95000,WEB
hieuntph11216,PH11216,HDI,1,30,14,ph,1,3.93333,COM
hieuntph11216,PH11216,HDI,1,30,14,ph,1,2.16667,ENT
hieuntph11216,PH11216,HDI,2,33,14,ph,-1,0.25000,MOB
hieuntph11216,PH11216,HDI,1,30,14,ph,-1,1.00000,MUL
hieuntph11216,PH11216,HDI,1,30,14,ph,1,7.30000,SKI
hieuntph11216,PH11216,HDI,2,33,14,ph,0,4.55000,WEB
thangbcph11219,PH11219,HDI,1,30,14,ph,1,8.96667,COM
thangbcph11219,PH11219,HDI,1,30,14,ph,1,8.83333,ENT
thangbcph11219,PH11219,HDI,2,33,14,ph,1,8.47500,MOB
thangbcph11219,PH11219,HDI,1,30,14,ph,1,7.50000,MUL
thangbcph11219,PH11219,HDI,2,33,14,ph,1,9.20000,WEB
vulqph11221,PH11221,HDI,1,30,3,ph,1,5.20000,COM
vulqph11221,PH11221,HDI,1,30,3,ph,1,8.46667,ENT
vulqph11221,PH11221,HDI,2,33,16,ph,0,2.80000,MOB
vulqph11221,PH11221,HDI,1,30,3,ph,1,6.40000,MUL
vulqph11221,PH11221,HDI,1,30,3,ph,1,6.40000,SKI
vulqph11221,PH11221,HDI,2,33,16,ph,0,3.86667,WEB
vulqph11221,PH11221,TN2,2,34,3,ph,1,6.70000,COM
vulqph11221,PH11221,TN2,3,36,3,ph,-1,0.00000,ENT
vulqph11221,PH11221,TN2,2,34,3,ph,0,0.90000,MOB
vulqph11221,PH11221,TN2,3,37,3,ph,1,5.70000,VIE
vulqph11221,PH11221,TN2,2,34,3,ph,-1,4.60000,WEB
dongtnph11227,PH11227,HDI,1,30,1,ph,1,6.05000,COM
dongtnph11227,PH11227,HDI,1,30,1,ph,1,5.60000,ENT
dongtnph11227,PH11227,HDI,2,33,12,ph,-1,3.17500,MOB
dongtnph11227,PH11227,HDI,1,30,1,ph,1,6.70000,MUL
dongtnph11227,PH11227,HDI,1,30,1,ph,1,7.00000,SKI
dongtnph11227,PH11227,HDI,3,34,12,ph,0,5.50000,SOF
dongtnph11227,PH11227,HDI,2,33,12,ph,-1,3.45000,WEB
duchtph11230,PH11230,HDI,1,30,1,ph,1,6.82500,COM
duchtph11230,PH11230,HDI,1,30,1,ph,1,5.66667,ENT
duchtph11230,PH11230,HDI,2,33,12,ph,0,4.03333,MOB
duchtph11230,PH11230,HDI,1,30,1,ph,0,5.40000,MUL
duchtph11230,PH11230,HDI,3,35,12,ph,0,0.70000,SOF
duchtph11230,PH11230,HDI,2,33,12,ph,1,8.50000,WEB
kienltph11232,PH11232,HDI,1,30,14,ph,1,5.10000,COM
kienltph11232,PH11232,HDI,1,30,14,ph,1,6.85000,ENT
kienltph11232,PH11232,HDI,2,33,14,ph,1,6.30000,MOB
kienltph11232,PH11232,HDI,1,30,14,ph,1,6.40000,MUL
kienltph11232,PH11232,HDI,2,33,14,ph,-1,5.52500,WEB
dungdtph11234,PH11234,HDI,1,30,14,ph,1,7.56667,COM
dungdtph11234,PH11234,HDI,1,30,14,ph,1,3.30000,ENT
dungdtph11234,PH11234,HDI,2,33,14,ph,0,0.05000,MOB
dungdtph11234,PH11234,HDI,1,30,14,ph,1,7.20000,MUL
dungdtph11234,PH11234,HDI,2,33,14,ph,1,7.13333,WEB
trungcvph11237,PH11237,HDI,1,30,3,ph,0,4.23333,COM
trungcvph11237,PH11237,HDI,1,30,3,ph,1,4.23333,ENT
trungcvph11237,PH11237,HDI,2,33,16,ph,0,3.90000,MOB
trungcvph11237,PH11237,HDI,1,30,3,ph,1,6.40000,MUL
trungcvph11237,PH11237,HDI,2,33,16,ph,0,2.41667,WEB
trungcvph11237,PH11237,TN2,3,35,3,ph,1,5.90000,COM
trungcvph11237,PH11237,TN2,3,35,3,ph,0,4.00000,ENT
trungcvph11237,PH11237,TN2,3,35,3,ph,0,3.75000,MOB
trungcvph11237,PH11237,TN2,3,35,3,ph,0,4.93333,WEB
bachnxph11244,PH11244,HDI,1,30,3,ph,1,4.90000,COM
bachnxph11244,PH11244,HDI,1,30,3,ph,1,2.53333,ENT
bachnxph11244,PH11244,HDI,2,33,16,ph,0,2.30000,MOB
bachnxph11244,PH11244,HDI,1,30,3,ph,1,6.50000,MUL
bachnxph11244,PH11244,HDI,1,30,3,ph,1,7.50000,SKI
bachnxph11244,PH11244,HDI,2,33,16,ph,-1,3.56667,WEB
bachnxph11244,PH11244,TN2,2,34,3,ph,1,5.90000,COM
bachnxph11244,PH11244,TN2,2,34,3,ph,0,1.60000,MOB
bachnxph11244,PH11244,TN2,2,34,3,ph,0,4.10000,WEB
kiennxph11246,PH11246,HDI,1,30,1,ph,1,7.03333,COM
kiennxph11246,PH11246,HDI,1,30,1,ph,1,7.73333,ENT
kiennxph11246,PH11246,HDI,2,33,12,ph,1,6.80000,MOB
kiennxph11246,PH11246,HDI,1,30,1,ph,1,7.70000,MUL
kiennxph11246,PH11246,HDI,1,30,1,ph,1,7.90000,SKI
kiennxph11246,PH11246,HDI,2,33,12,ph,1,6.50000,WEB
huynnph11247,PH11247,HDI,1,30,14,ph,1,8.03333,COM
huynnph11247,PH11247,HDI,1,30,14,ph,1,6.33333,ENT
huynnph11247,PH11247,HDI,2,33,14,ph,1,8.10000,MOB
huynnph11247,PH11247,HDI,1,30,14,ph,1,6.50000,MUL
huynnph11247,PH11247,HDI,1,30,14,ph,1,8.10000,SKI
huynnph11247,PH11247,HDI,2,33,14,ph,1,7.80000,WEB
tuannaph11252,PH11252,HDI,1,30,14,ph,1,7.46667,COM
tuannaph11252,PH11252,HDI,1,30,14,ph,1,6.90000,ENT
tuannaph11252,PH11252,HDI,2,33,14,ph,1,6.85000,MOB
tuannaph11252,PH11252,HDI,1,30,14,ph,1,7.50000,MUL
tuannaph11252,PH11252,HDI,2,33,14,ph,1,7.30000,WEB
tuannaph11253,PH11253,HDI,1,30,1,ph,1,6.75000,COM
tuannaph11253,PH11253,HDI,1,30,1,ph,1,6.46667,ENT
tuannaph11253,PH11253,HDI,2,33,12,ph,1,6.70000,MOB
tuannaph11253,PH11253,HDI,1,30,1,ph,0,5.50000,MUL
tuannaph11253,PH11253,HDI,3,34,12,ph,1,7.20000,SOF
tuannaph11253,PH11253,HDI,2,33,12,ph,1,8.50000,WEB
hoangdpph11259,PH11259,HDI,1,30,1,ph,1,5.35000,COM
hoangdpph11259,PH11259,HDI,1,30,1,ph,1,4.26667,ENT
hoangdpph11259,PH11259,HDI,2,33,12,ph,1,4.53333,MOB
hoangdpph11259,PH11259,HDI,1,30,1,ph,1,6.20000,MUL
hoangdpph11259,PH11259,HDI,3,34,12,ph,0,3.70000,SOF
hoangdpph11259,PH11259,HDI,2,33,12,ph,1,8.20000,WEB
tamgvph11262,PH11262,HDI,1,30,3,ph,1,6.03333,COM
tamgvph11262,PH11262,HDI,1,30,3,ph,1,4.47500,ENT
tamgvph11262,PH11262,HDI,2,33,16,ph,0,5.10000,MOB
tamgvph11262,PH11262,HDI,1,30,3,ph,1,1.99000,MUL
tamgvph11262,PH11262,HDI,1,30,3,ph,1,7.90000,SKI
tamgvph11262,PH11262,HDI,2,33,16,ph,1,4.41667,WEB
huypqph11263,PH11263,HDI,1,30,1,ph,0,4.67500,COM
huypqph11263,PH11263,HDI,1,30,1,ph,0,4.30000,ENT
huypqph11263,PH11263,HDI,2,33,12,ph,0,0.80000,MOB
huypqph11263,PH11263,HDI,1,30,1,ph,1,6.20000,MUL
huypqph11263,PH11263,HDI,3,34,12,ph,-1,0.00000,SOF
huypqph11263,PH11263,HDI,2,33,12,ph,0,4.10000,WEB
huypqph11263,PH11263,TN2,3,35,12,ph,0,2.60000,COM
huypqph11263,PH11263,TN2,3,35,12,ph,0,2.85000,MOB
hunghvph11265,PH11265,HDI,1,30,1,ph,1,8.15000,COM
hunghvph11265,PH11265,HDI,1,30,1,ph,1,7.43333,ENT
hunghvph11265,PH11265,HDI,2,33,12,ph,1,6.80000,MOB
hunghvph11265,PH11265,HDI,1,30,1,ph,1,6.10000,MUL
hunghvph11265,PH11265,HDI,3,34,12,ph,1,8.20000,SOF
hunghvph11265,PH11265,HDI,2,33,12,ph,1,8.40000,WEB
huyenltph11269,PH11269,HDI,1,30,1,ph,1,7.72500,COM
huyenltph11269,PH11269,HDI,1,30,1,ph,1,8.40000,ENT
huyenltph11269,PH11269,HDI,2,33,12,ph,1,7.26667,MOB
huyenltph11269,PH11269,HDI,1,30,1,ph,1,7.30000,MUL
huyenltph11269,PH11269,HDI,1,30,1,ph,1,7.80000,SKI
huyenltph11269,PH11269,HDI,3,34,12,ph,0,3.90000,SOF
huyenltph11269,PH11269,HDI,2,33,12,ph,1,6.55000,WEB
phongntph11275,PH11275,HDI,1,30,1,ph,1,8.17500,COM
phongntph11275,PH11275,HDI,1,30,1,ph,1,8.30000,ENT
phongntph11275,PH11275,HDI,2,33,12,ph,1,6.60000,MOB
phongntph11275,PH11275,HDI,1,30,1,ph,1,6.50000,MUL
phongntph11275,PH11275,HDI,3,34,12,ph,1,6.40000,SOF
phongntph11275,PH11275,HDI,2,33,12,ph,1,8.50000,WEB
hungnlph11276,PH11276,HDI,1,30,1,ph,1,6.02500,COM
hungnlph11276,PH11276,HDI,1,30,1,ph,1,5.80000,ENT
hungnlph11276,PH11276,HDI,2,33,12,ph,0,5.60000,MOB
hungnlph11276,PH11276,HDI,1,30,1,ph,0,5.50000,MUL
hungnlph11276,PH11276,HDI,3,34,12,ph,0,4.90000,SOF
hungnlph11276,PH11276,HDI,2,33,12,ph,1,7.75000,WEB
quancaph11294,PH11294,HDI,1,30,1,ph,1,6.35000,COM
quancaph11294,PH11294,HDI,1,30,1,ph,0,4.75000,ENT
quancaph11294,PH11294,HDI,2,33,12,ph,0,4.03333,MOB
quancaph11294,PH11294,HDI,1,30,1,ph,0,4.50000,MUL
quancaph11294,PH11294,HDI,3,34,12,ph,0,5.10000,SOF
quancaph11294,PH11294,HDI,2,33,12,ph,1,7.55000,WEB
huypqph11301,PH11301,HDI,1,30,3,ph,1,6.86667,COM
huypqph11301,PH11301,HDI,1,30,3,ph,1,7.03333,ENT
huypqph11301,PH11301,HDI,1,30,3,ph,1,7.80000,MUL
huypqph11301,PH11301,HDI,2,33,16,ph,1,6.10000,NET
huypqph11301,PH11301,HDI,2,33,16,ph,1,7.66667,WEB
thucvvph11305,PH11305,HDI,1,30,1,ph,1,6.37500,COM
thucvvph11305,PH11305,HDI,1,30,1,ph,1,8.63333,ENT
thucvvph11305,PH11305,HDI,2,33,12,ph,1,4.73333,MOB
thucvvph11305,PH11305,HDI,1,30,1,ph,1,6.80000,MUL
thucvvph11305,PH11305,HDI,3,34,12,ph,0,4.60000,SOF
thucvvph11305,PH11305,HDI,2,33,12,ph,1,7.35000,WEB
hoandph11312,PH11312,HDI,1,30,3,ph,1,7.10000,COM
hoandph11312,PH11312,HDI,1,30,3,ph,1,5.73333,ENT
hoandph11312,PH11312,HDI,2,33,16,ph,1,5.56667,MOB
hoandph11312,PH11312,HDI,1,30,3,ph,1,7.00000,MUL
hoandph11312,PH11312,HDI,1,30,3,ph,1,7.80000,SKI
hoandph11312,PH11312,HDI,3,34,3,ph,0,3.00000,SOF
hoandph11312,PH11312,HDI,2,33,16,ph,0,5.73333,WEB
hoandph11312,PH11312,TN2,3,35,12,ph,1,5.90000,MOB
hoandph11312,PH11312,TN2,3,35,12,ph,-1,0.00000,SOF
tuantnph11324,PH11324,HDI,1,30,3,ph,1,6.83333,COM
tuantnph11324,PH11324,HDI,1,30,3,ph,1,6.30000,ENT
tuantnph11324,PH11324,HDI,2,33,16,ph,0,5.50000,MOB
tuantnph11324,PH11324,HDI,1,30,3,ph,1,6.90000,MUL
tuantnph11324,PH11324,HDI,2,33,16,ph,1,6.80000,WEB
sitvph11326,PH11326,HDI,1,30,3,ph,1,7.33333,COM
sitvph11326,PH11326,HDI,1,30,3,ph,1,7.76667,ENT
sitvph11326,PH11326,HDI,2,33,16,ph,1,7.80000,MOB
sitvph11326,PH11326,HDI,1,30,3,ph,1,8.30000,MUL
sitvph11326,PH11326,HDI,2,33,16,ph,1,7.90000,WEB
phuongnmph11327,PH11327,HDI,1,30,1,ph,1,7.22500,COM
phuongnmph11327,PH11327,HDI,1,30,1,ph,1,4.83333,ENT
phuongnmph11327,PH11327,HDI,2,33,12,ph,1,8.33333,MOB
phuongnmph11327,PH11327,HDI,1,30,1,ph,1,6.80000,MUL
phuongnmph11327,PH11327,HDI,3,34,12,ph,1,5.80000,SOF
phuongnmph11327,PH11327,HDI,2,33,12,ph,1,7.95000,WEB
hieunvph11329,PH11329,HDI,1,30,14,ph,1,8.36667,COM
hieunvph11329,PH11329,HDI,1,30,14,ph,1,7.86667,ENT
hieunvph11329,PH11329,HDI,2,33,14,ph,1,8.15000,MOB
hieunvph11329,PH11329,HDI,1,30,14,ph,1,7.80000,MUL
hieunvph11329,PH11329,HDI,2,33,14,ph,1,9.03333,WEB
lointph11331,PH11331,HDI,1,30,14,ph,1,7.00000,COM
lointph11331,PH11331,HDI,1,30,14,ph,1,6.00000,ENT
lointph11331,PH11331,HDI,2,33,14,ph,1,6.80000,MOB
lointph11331,PH11331,HDI,1,30,14,ph,1,8.00000,MUL
lointph11331,PH11331,HDI,2,33,14,ph,1,6.98333,WEB
vunaph11334,PH11334,HDI,1,30,1,ph,1,6.20000,COM
vunaph11334,PH11334,HDI,1,30,1,ph,1,5.06667,ENT
vunaph11334,PH11334,HDI,2,33,12,ph,0,3.76667,MOB
vunaph11334,PH11334,HDI,1,30,1,ph,1,7.70000,MUL
vunaph11334,PH11334,HDI,3,34,12,ph,0,2.40000,SOF
vunaph11334,PH11334,HDI,2,33,12,ph,0,6.00000,WEB
vunaph11334,PH11334,TN2,3,35,12,ph,-1,0.20000,MOB
vunaph11334,PH11334,TN2,3,35,12,ph,-1,0.00000,SOF
vunaph11334,PH11334,TN2,3,35,12,ph,-1,2.70000,WEB
thuongntph11335,PH11335,HDI,1,30,1,ph,1,7.02500,COM
thuongntph11335,PH11335,HDI,1,30,1,ph,1,6.53333,ENT
thuongntph11335,PH11335,HDI,2,33,12,ph,1,4.96667,MOB
thuongntph11335,PH11335,HDI,1,30,1,ph,1,6.30000,MUL
thuongntph11335,PH11335,HDI,3,34,12,ph,-1,0.00000,SOF
thuongntph11335,PH11335,HDI,2,33,12,ph,1,7.65000,WEB
vynpph11340,PH11340,HDI,1,30,3,ph,1,7.10000,COM
vynpph11340,PH11340,HDI,1,30,3,ph,1,7.30000,ENT
vynpph11340,PH11340,HDI,2,33,16,ph,1,6.00000,MOB
vynpph11340,PH11340,HDI,1,30,3,ph,1,6.70000,MUL
vynpph11340,PH11340,HDI,1,30,3,ph,1,8.20000,SKI
vynpph11340,PH11340,HDI,2,33,16,ph,1,6.60000,WEB
haonaph11346,PH11346,HDI,1,30,1,ph,1,6.87500,COM
haonaph11346,PH11346,HDI,1,30,1,ph,1,5.70000,ENT
haonaph11346,PH11346,HDI,2,33,12,ph,1,6.50000,MOB
haonaph11346,PH11346,HDI,1,30,1,ph,1,7.60000,MUL
haonaph11346,PH11346,HDI,1,30,1,ph,1,7.50000,SKI
haonaph11346,PH11346,HDI,3,34,12,ph,1,7.60000,SOF
haonaph11346,PH11346,HDI,2,33,12,ph,0,5.70000,WEB
tudmph11351,PH11351,HDI,1,30,1,ph,1,4.75000,COM
tudmph11351,PH11351,HDI,1,30,1,ph,1,6.30000,ENT
tudmph11351,PH11351,HDI,2,33,12,ph,-1,2.70000,MOB
tudmph11351,PH11351,HDI,1,30,1,ph,0,0.00000,MUL
tudmph11351,PH11351,HDI,3,35,12,ph,0,0.00000,SOF
tudmph11351,PH11351,HDI,2,33,12,ph,-1,0.93333,WEB
tudmph11351,PH11351,TN2,2,34,12,ph,1,8.90000,COM
tudmph11351,PH11351,TN2,2,34,12,ph,1,6.90000,MOB
tudmph11351,PH11351,TN2,2,34,12,ph,1,7.00000,MUL
tudmph11351,PH11351,TN2,2,34,12,ph,1,9.10000,WEB
thaolpph11356,PH11356,HDI,1,30,3,ph,0,6.03333,COM
thaolpph11356,PH11356,HDI,1,30,3,ph,1,5.05000,ENT
thaolpph11356,PH11356,HDI,1,30,3,ph,1,7.10000,MUL
thaolpph11356,PH11356,HDI,2,33,16,ph,1,5.50000,NET
thaolpph11356,PH11356,HDI,2,33,16,ph,0,5.88571,WEB
anhvtph11364,PH11364,HDI,1,30,1,ph,1,7.20000,COM
anhvtph11364,PH11364,HDI,1,30,1,ph,1,6.80000,ENT
anhvtph11364,PH11364,HDI,3,34,12,ph,1,6.60000,MOB
anhvtph11364,PH11364,HDI,1,30,1,ph,1,5.56000,MUL
anhvtph11364,PH11364,HDI,2,33,12,ph,1,6.46667,NET
anhvtph11364,PH11364,HDI,2,33,12,ph,1,7.20000,WEB
anhvtph11364,PH11364,TN1,3,37,7,ph,1,6.70000,VIE
diemvtph11370,PH11370,HDI,1,30,3,ph,1,5.83333,COM
diemvtph11370,PH11370,HDI,1,30,3,ph,1,6.23333,ENT
diemvtph11370,PH11370,HDI,2,33,16,ph,1,6.20000,MOB
diemvtph11370,PH11370,HDI,1,30,3,ph,1,8.20000,MUL
diemvtph11370,PH11370,HDI,2,33,16,ph,1,6.21667,WEB
namnhph11371,PH11371,HDI,1,30,14,ph,1,6.70000,COM
namnhph11371,PH11371,HDI,1,30,14,ph,1,5.60000,ENT
namnhph11371,PH11371,HDI,2,33,14,ph,1,7.72500,MOB
namnhph11371,PH11371,HDI,1,30,14,ph,1,7.30000,MUL
namnhph11371,PH11371,HDI,2,33,14,ph,1,7.20000,WEB
tuannaph11372,PH11372,HDI,1,30,3,ph,1,5.70000,COM
tuannaph11372,PH11372,HDI,2,33,16,ph,0,7.41667,DOM
tuannaph11372,PH11372,HDI,1,30,3,ph,1,6.60000,ENT
tuannaph11372,PH11372,HDI,2,33,16,ph,-1,1.05000,MAR
tuannaph11372,PH11372,HDI,1,30,3,ph,1,7.60000,MUL
tuannaph11372,PH11372,HDI,2,33,16,ph,0,2.90000,WEB
manhcdph11373,PH11373,HDI,1,30,1,ph,1,8.10000,COM
manhcdph11373,PH11373,HDI,1,30,1,ph,1,6.36667,ENT
manhcdph11373,PH11373,HDI,2,33,12,ph,1,8.20000,MOB
manhcdph11373,PH11373,HDI,1,30,1,ph,1,6.80000,MUL
manhcdph11373,PH11373,HDI,3,34,12,ph,1,6.70000,SOF
manhcdph11373,PH11373,HDI,2,33,12,ph,1,8.60000,WEB
quangdvph11380,PH11380,HDI,1,30,3,ph,0,6.36667,COM
quangdvph11380,PH11380,HDI,1,30,3,ph,1,6.86667,ENT
quangdvph11380,PH11380,HDI,2,33,16,ph,1,7.50000,MOB
quangdvph11380,PH11380,HDI,1,30,3,ph,1,7.50000,MUL
quangdvph11380,PH11380,HDI,2,33,16,ph,1,5.05000,WEB
donghqph11381,PH11381,HDI,1,30,3,ph,1,6.56667,COM
donghqph11381,PH11381,HDI,1,30,3,ph,1,7.80000,ENT
donghqph11381,PH11381,HDI,2,33,16,ph,0,2.80000,MOB
donghqph11381,PH11381,HDI,1,30,3,ph,1,7.50000,MUL
donghqph11381,PH11381,HDI,2,33,16,ph,0,6.26667,WEB
tienlqph11382,PH11382,HDI,1,30,14,ph,1,5.40000,COM
tienlqph11382,PH11382,HDI,1,30,14,ph,1,3.30000,ENT
tienlqph11382,PH11382,HDI,2,33,14,ph,0,0.42500,MOB
tienlqph11382,PH11382,HDI,1,30,14,ph,1,7.60000,MUL
tienlqph11382,PH11382,HDI,2,33,14,ph,-1,1.00000,WEB
tienlqph11382,PH11382,TN2,2,34,14,ph,0,3.10000,COM
tienlqph11382,PH11382,TN2,2,34,14,ph,0,1.70000,ENT
tienlqph11382,PH11382,TN2,2,34,14,ph,1,6.70000,MOB
tienlqph11382,PH11382,TN2,2,34,14,ph,0,4.65000,WEB
tramtph11386,PH11386,HDI,1,30,3,ph,1,7.56667,COM
tramtph11386,PH11386,HDI,1,30,3,ph,1,6.76667,ENT
tramtph11386,PH11386,HDI,2,33,16,ph,1,6.00000,MOB
tramtph11386,PH11386,HDI,1,30,3,ph,1,7.90000,MUL
tramtph11386,PH11386,HDI,2,33,16,ph,1,6.80000,WEB
duckmph11388,PH11388,HDI,1,30,3,ph,1,6.20000,COM
duckmph11388,PH11388,HDI,1,30,3,ph,1,6.90000,ENT
duckmph11388,PH11388,HDI,2,33,16,ph,0,3.70000,MOB
duckmph11388,PH11388,HDI,1,30,3,ph,1,7.30000,MUL
duckmph11388,PH11388,HDI,2,33,16,ph,0,5.70000,WEB
duckmph11388,PH11388,TN2,3,35,3,ph,-1,1.00000,MOB
dunghvph11392,PH11392,HDI,1,30,3,ph,1,6.33333,COM
dunghvph11392,PH11392,HDI,1,30,3,ph,1,6.53333,ENT
dunghvph11392,PH11392,HDI,2,33,16,ph,1,5.20000,MOB
dunghvph11392,PH11392,HDI,1,30,3,ph,1,7.40000,MUL
dunghvph11392,PH11392,HDI,2,33,16,ph,1,5.76667,WEB
thanhnqph11399,PH11399,HDI,1,30,14,ph,-1,5.50000,COM
thanhnqph11399,PH11399,HDI,1,30,14,ph,1,7.23333,ENT
thanhnqph11399,PH11399,HDI,2,33,14,ph,1,7.25000,MOB
thanhnqph11399,PH11399,HDI,1,30,14,ph,1,8.10000,MUL
thanhnqph11399,PH11399,HDI,2,33,14,ph,1,5.86667,WEB
hieppcph11401,PH11401,HDI,1,30,1,ph,0,3.67500,COM
hieppcph11401,PH11401,HDI,1,30,1,ph,1,4.36667,ENT
hieppcph11401,PH11401,HDI,2,33,12,ph,-1,3.50000,MOB
hieppcph11401,PH11401,HDI,1,30,1,ph,1,5.60000,MUL
hieppcph11401,PH11401,HDI,3,34,12,ph,-1,0.60000,SOF
hieppcph11401,PH11401,HDI,2,33,12,ph,-1,0.00000,WEB
chienntph11413,PH11413,HDI,1,30,1,ph,0,3.27500,COM
chienntph11413,PH11413,HDI,2,35,23,ph,1,7.58333,DOM
chienntph11413,PH11413,HDI,1,30,1,ph,1,3.86000,ENT
chienntph11413,PH11413,HDI,2,35,23,ph,1,7.50000,MAR
chienntph11413,PH11413,HDI,2,33,12,ph,-1,0.03333,MOB
chienntph11413,PH11413,HDI,1,30,1,ph,1,6.60000,MUL
chienntph11413,PH11413,HDI,3,34,12,ph,-1,0.00000,SOF
chienntph11413,PH11413,HDI,2,33,12,ph,-1,3.23333,WEB
duclqph11414,PH11414,HDI,1,30,3,ph,1,6.70000,COM
duclqph11414,PH11414,HDI,1,30,3,ph,1,6.50000,ENT
duclqph11414,PH11414,HDI,2,33,16,ph,1,7.20000,MOB
duclqph11414,PH11414,HDI,1,30,3,ph,1,7.70000,MUL
duclqph11414,PH11414,HDI,2,33,16,ph,1,6.61667,WEB
nghianqph11418,PH11418,HDI,1,30,1,ph,0,6.60000,COM
nghianqph11418,PH11418,HDI,1,30,1,ph,1,5.30000,ENT
nghianqph11418,PH11418,HDI,2,33,12,ph,0,5.60000,MOB
nghianqph11418,PH11418,HDI,1,30,1,ph,1,6.50000,MUL
nghianqph11418,PH11418,HDI,2,33,12,ph,1,6.70000,WEB
phatntph11422,PH11422,HDI,1,30,14,ph,1,7.83333,COM
phatntph11422,PH11422,HDI,1,30,14,ph,1,6.16667,ENT
phatntph11422,PH11422,HDI,2,33,14,ph,1,7.70000,MOB
phatntph11422,PH11422,HDI,1,30,14,ph,1,7.30000,MUL
phatntph11422,PH11422,HDI,2,33,14,ph,1,8.56667,WEB
tuanlaph11429,PH11429,HDI,1,30,3,ph,0,5.70000,COM
tuanlaph11429,PH11429,HDI,1,30,3,ph,1,6.10000,ENT
tuanlaph11429,PH11429,HDI,2,33,16,ph,0,3.50000,MOB
tuanlaph11429,PH11429,HDI,1,30,3,ph,1,7.50000,MUL
tuanlaph11429,PH11429,HDI,2,33,16,ph,0,3.63333,WEB
tuanlaph11429,PH11429,TN2,3,35,3,ph,1,5.60000,MOB
datnvph11434,PH11434,HDI,1,30,3,ph,1,6.83333,COM
datnvph11434,PH11434,HDI,1,30,3,ph,0,3.70000,ENT
datnvph11434,PH11434,HDI,2,33,16,ph,1,7.30000,MOB
datnvph11434,PH11434,HDI,1,30,3,ph,1,7.10000,MUL
datnvph11434,PH11434,HDI,2,33,16,ph,1,6.81667,WEB
hoangdmph11436,PH11436,HDI,1,30,14,ph,0,7.00000,COM
hoangdmph11436,PH11436,HDI,1,30,14,ph,1,5.95000,ENT
hoangdmph11436,PH11436,HDI,2,33,14,ph,1,6.50000,MOB
hoangdmph11436,PH11436,HDI,1,30,14,ph,1,7.50000,MUL
hoangdmph11436,PH11436,HDI,2,33,14,ph,1,6.46667,WEB
ninhmkph11439,PH11439,HDI,1,30,14,ph,0,7.10000,COM
ninhmkph11439,PH11439,HDI,1,30,14,ph,1,3.50000,ENT
ninhmkph11439,PH11439,HDI,2,33,14,ph,1,1.75000,MOB
ninhmkph11439,PH11439,HDI,1,30,14,ph,1,7.30000,MUL
ninhmkph11439,PH11439,HDI,2,33,14,ph,1,6.81667,WEB
tiennvph11445,PH11445,HDI,1,30,14,ph,1,7.13333,COM
tiennvph11445,PH11445,HDI,1,30,14,ph,1,6.05000,ENT
tiennvph11445,PH11445,HDI,2,33,14,ph,1,6.25000,MOB
tiennvph11445,PH11445,HDI,1,30,14,ph,1,7.20000,MUL
tiennvph11445,PH11445,HDI,2,33,14,ph,1,7.80000,WEB
khiemmdph11447,PH11447,HDI,1,30,3,ph,0,3.66667,COM
khiemmdph11447,PH11447,HDI,1,30,3,ph,1,5.80000,ENT
khiemmdph11447,PH11447,HDI,2,33,16,ph,1,6.50000,MOB
khiemmdph11447,PH11447,HDI,1,30,3,ph,1,7.70000,MUL
khiemmdph11447,PH11447,HDI,2,33,16,ph,0,5.65000,WEB
khiemmdph11447,PH11447,TN2,2,34,3,ph,0,6.20000,COM
khiemmdph11447,PH11447,TN2,2,34,3,ph,1,7.25000,WEB
phucdhph11448,PH11448,HDI,1,30,1,ph,1,6.52500,COM
phucdhph11448,PH11448,HDI,1,30,1,ph,1,5.96667,ENT
phucdhph11448,PH11448,HDI,2,33,12,ph,1,6.60000,MOB
phucdhph11448,PH11448,HDI,1,30,1,ph,1,6.60000,MUL
