"Student_Code","Semester","major_name","Major_ID","Campus_Code","term_name","Term_ID","Status"
"PH18901","2","Digital Marketing","56","ph","Summer 2022","49","HDI"
"PH18901","2","Digital Marketing","37","ph","Fall 2022","50","TN1"
"PH18901","2","Digital Marketing","37","ph","Spring 2023","51","HL"
"PH18901","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18901","3","Digital Marketing","37","ph","Summer 2023","52","HDI"
"PH18901","3","Digital Marketing","37","ph","Fall 2023","55","HL"
"PH18902","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18902","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18902","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18905","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18905","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18905","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18913","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18913","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18913","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18913","3","Thiết kế trang Web","3","ph","Summer 2022","49","TN2"
"PH18913","3","Thiết kế trang web","16","ph","Fall 2022","50","TN2"
"PH18913","3","Thiết kế trang web","16","ph","Spring 2023","51","HL"
"PH18913","3","Thiết kế trang web","16","ph","Summer 2023","52","HL"
"PH18913","3","Thiết kế trang web","16","ph","Fall 2023","55","HL"
"PH18913","3","Thiết kế trang web","16","ph","Spring 2024","58","HL"
"PH18914","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18914","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18914","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18920","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18920","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18920","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18921","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18921","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18921","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18929","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18929","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18929","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18936","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18936","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18936","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18948","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18948","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18948","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18949","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18949","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18949","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18952","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18952","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18952","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18954","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18954","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18954","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18964","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH18964","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH18964","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH18965","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH18965","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH18965","2","Lập trình máy tính","14","ph","Spring 2022","48","TN1"
"PH18965","2","Lập trình máy tính","14","ph","Summer 2022","49","TN1"
"PH18965","3","Lập trình máy tính","14","ph","Fall 2022","50","HDI"
"PH18965","3","Lập trình máy tính","14","ph","Spring 2023","51","HL"
"PH18965","3","Lập trình máy tính","14","ph","Summer 2023","52","THO"
"PH18969","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18969","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18969","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18969","3","Thiết kế trang Web","3","ph","Summer 2022","49","TN1"
"PH18969","3","Thiết kế trang web","16","ph","Fall 2022","50","TN1"
"PH18969","3","Thiết kế trang web","16","ph","Spring 2023","51","THO"
"PH18970","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18970","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18970","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18976","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18976","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18976","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18976","3","Thiết kế trang Web","3","ph","Summer 2022","49","THO"
"PH18977","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18977","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18977","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18978","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18978","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18978","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","TN1"
"PH18978","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH18978","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN1"
"PH18978","3","Ứng dụng phần mềm","12","ph","Spring 2023","51","THO"
"PH18979","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH18979","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH18979","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH18982","1","Thiết kế trang Web","3","ph","Fall 2021","47","TN1"
"PH18982","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18982","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18982","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH18982","3","Thiết kế trang web","16","ph","Fall 2022","50","TN1"
"PH18982","3","Thiết kế trang web","16","ph","Spring 2023","51","TN"
"PH18982","3","Thiết kế trang web","16","ph","Summer 2023","52","THO"
"PH18984","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18984","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18984","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18988","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18988","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18988","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18991","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH18991","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH18991","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH18999","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH18999","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH18999","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH18999","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH19004","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19004","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19004","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19006","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19006","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19006","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19010","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19010","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19010","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19010","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","TN1"
"PH19010","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN1"
"PH19010","3","Ứng dụng phần mềm","12","ph","Spring 2023","51","THO"
"PH19016","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19016","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19016","2","Thiết kế đồ họa","64","ph","Summer 2022","49","HDI"
"PH19016","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19016","3","Thiết kế đồ họa","46","ph","Fall 2022","50","HDI"
"PH19020","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19020","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19020","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19028","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19028","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19028","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19028","3","Thiết kế trang Web","3","ph","Summer 2022","49","TN2"
"PH19028","3","Thiết kế trang web","16","ph","Fall 2022","50","THO"
"PH19033","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19033","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19033","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19038","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19038","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19038","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19040","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19040","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19040","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19045","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19045","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19045","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19059","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19059","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19059","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19059","3","Lập trình máy tính","14","ph","Summer 2022","49","TN2"
"PH19059","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH19067","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19067","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19067","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19078","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19078","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19078","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19080","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19080","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19080","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19096","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19096","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19096","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19102","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19102","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19102","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19112","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19112","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19112","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19120","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19120","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19120","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19123","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19123","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19123","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19123","3","Thiết kế trang Web","3","ph","Summer 2022","49","TN1"
"PH19123","3","Thiết kế trang web","16","ph","Fall 2022","50","THO"
"PH19124","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19124","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19124","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19127","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19127","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19127","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19131","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19131","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19131","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19133","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19133","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19133","2","Thiết kế đồ họa","64","ph","Summer 2022","49","HDI"
"PH19133","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19133","3","Thiết kế đồ họa","46","ph","Fall 2022","50","HDI"
"PH19135","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19135","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19135","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19139","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19139","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19139","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19139","3","Lập trình máy tính","14","ph","Summer 2022","49","THO"
"PH19141","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19141","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19141","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19145","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19145","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19145","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19157","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19157","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19157","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19167","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19167","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19167","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19168","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19168","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19168","2","Lập trình máy tính","14","ph","Spring 2022","48","TN2"
"PH19168","2","Lập trình máy tính","14","ph","Summer 2022","49","TN2"
"PH19168","3","Lập trình máy tính","14","ph","Fall 2022","50","HDI"
"PH19168","3","Lập trình máy tính","14","ph","Spring 2023","51","HL"
"PH19172","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19172","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19172","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19172","3","Lập trình máy tính","14","ph","Summer 2022","49","THO"
"PH19175","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19175","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19175","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19194","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19194","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19194","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH19202","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19202","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19202","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19209","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19209","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19209","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","TN1"
"PH19209","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH19218","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19218","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19218","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19222","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19222","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19222","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH19231","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19231","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19231","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19234","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19234","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19234","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19235","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19235","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19235","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19236","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19236","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19236","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19241","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19241","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19241","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19242","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19242","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19242","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19252","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19252","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19252","2","Lập trình máy tính","14","ph","Spring 2022","48","TN1"
"PH19252","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH19252","3","Lập trình máy tính","14","ph","Fall 2022","50","THO"
"PH19258","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19258","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19258","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19258","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","TN1"
"PH19260","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19260","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19260","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","TN1"
"PH19260","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","TN2"
"PH19260","3","Ứng dụng phần mềm","13","ph","Fall 2022","50","HDI"
"PH19272","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19272","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19272","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19272","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19286","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19286","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19286","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19286","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","TN1"
"PH19293","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19293","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19293","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19300","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19300","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19300","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19302","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19302","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19302","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19306","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19306","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19306","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19307","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19307","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19307","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19310","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19310","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19310","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19315","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19315","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19315","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2022","49","HDI"
"PH19315","3","Ứng dụng phần mềm","13","ph","Fall 2022","50","TN1"
"PH19315","3","Ứng dụng phần mềm","13","ph","Spring 2023","51","THO"
"PH19316","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19316","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19316","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19317","1","Lập trình máy tính","14","ph","Summer 2021","46","HDI"
"PH19317","2","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19317","3","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19321","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19321","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19321","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19323","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19323","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19323","3","Ứng dụng phần mềm","12","ph","Summer 2022","49","HDI"
"PH19323","3","Ứng dụng phần mềm","12","ph","Fall 2022","50","TN1"
"PH19323","3","Ứng dụng phần mềm","12","ph","Spring 2023","51","TN"
"PH19323","3","Ứng dụng phần mềm","12","ph","Summer 2023","52","CHO"
"PH19323","3","Ứng dụng phần mềm","12","ph","Fall 2023","55","HL"
"PH19323","3","Ứng dụng phần mềm","12","ph","Spring 2024","58","THO"
"PH19324","1","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19324","2","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19324","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19327","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19327","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19327","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
"PH19329","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19329","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19329","3","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19332","1","Lập trình máy tính","14","ph","Fall 2021","47","HDI"
"PH19332","2","Lập trình máy tính","14","ph","Spring 2022","48","HDI"
"PH19332","3","Lập trình máy tính","14","ph","Summer 2022","49","HDI"
"PH19335","0","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Summer 2021","46","HDI"
"PH19335","1","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Fall 2021","47","HDI"
"PH19335","2","Công nghệ thông tin (ứng dụng phần mềm)","1","ph","Spring 2022","48","HDI"
"PH19335","3","Thiết kế trang Web","3","ph","Summer 2022","49","HDI"
"PH19336","1","Thiết kế trang Web","3","ph","Summer 2021","46","HDI"
"PH19336","2","Thiết kế trang Web","3","ph","Fall 2021","47","HDI"
"PH19336","3","Thiết kế trang Web","3","ph","Spring 2022","48","HDI"
